"","year","Gender","num","CellType"
"GSM2173289","6yr","male","cell1410","alpha"
"GSM2173290","6yr","male","cell1411","alpha"
"GSM2173291","6yr","male","cell1412","acinar"
"GSM2173293","6yr","male","cell1414","acinar"
"GSM2173294","6yr","male","cell1415","alpha"
"GSM2173295","6yr","male","cell1416","beta"
"GSM2173296","6yr","male","cell1417","alpha"
"GSM2173297","6yr","male","cell1418","acinar"
"GSM2173298","6yr","male","cell1419","beta"
"GSM2173299","6yr","male","cell1420","acinar"
"GSM2173300","6yr","male","cell1421","beta"
"GSM2173301","6yr","male","cell1422","alpha"
"GSM2173302","6yr","male","cell1423","alpha"
"GSM2173303","6yr","male","cell1424","beta"
"GSM2173304","6yr","male","cell1425","alpha"
"GSM2173305","6yr","male","cell1426","alpha"
"GSM2173306","6yr","male","cell1427","alpha"
"GSM2173307","6yr","male","cell1428","beta"
"GSM2173308","6yr","male","cell1429","beta"
"GSM2173310","6yr","male","cell1431","beta"
"GSM2173311","6yr","male","cell1432","acinar"
"GSM2173312","6yr","male","cell1433","acinar"
"GSM2173313","6yr","male","cell1434","alpha"
"GSM2173315","6yr","male","cell1436","acinar"
"GSM2173317","6yr","male","cell1438","alpha"
"GSM2173318","6yr","male","cell1439","beta"
"GSM2173319","6yr","male","cell1440","alpha"
"GSM2173320","6yr","male","cell1441","acinar"
"GSM2173321","6yr","male","cell1442","acinar"
"GSM2173322","6yr","male","cell1443","acinar"
"GSM2173323","6yr","male","cell1444","beta"
"GSM2173325","6yr","male","cell1446","alpha"
"GSM2173326","6yr","male","cell1447","alpha"
"GSM2173327","6yr","male","cell1448","alpha"
"GSM2173328","6yr","male","cell1449","beta"
"GSM2173329","6yr","male","cell1450","alpha"
"GSM2173330","6yr","male","cell1451","acinar"
"GSM2173331","44yr","female","cell1452","alpha"
"GSM2173332","44yr","female","cell1453","ductal"
"GSM2173333","44yr","female","cell1454","ductal"
"GSM2173335","44yr","female","cell1456","alpha"
"GSM2173336","5yr","male","cell1457","ductal"
"GSM2173337","44yr","female","cell1458","ductal"
"GSM2173338","44yr","female","cell1459","alpha"
"GSM2173339","5yr","male","cell1460","ductal"
"GSM2173340","44yr","female","cell1461","ductal"
"GSM2173341","5yr","male","cell1462","ductal"
"GSM2173342","44yr","female","cell1463","ductal"
"GSM2173343","44yr","female","cell1464","ductal"
"GSM2173344","44yr","female","cell1465","alpha"
"GSM2173345","44yr","female","cell1466","ductal"
"GSM2173346","44yr","female","cell1467","ductal"
"GSM2173347","44yr","female","cell1468","alpha"
"GSM2173348","44yr","female","cell1469","ductal"
"GSM2173349","44yr","female","cell1470","ductal"
"GSM2173350","44yr","female","cell1471","alpha"
"GSM2173351","44yr","female","cell1472","alpha"
"GSM2173352","44yr","female","cell1473","alpha"
"GSM2173353","44yr","female","cell1474","ductal"
"GSM2173354","44yr","female","cell1475","alpha"
"GSM2173355","44yr","female","cell1476","ductal"
"GSM2173356","5yr","male","cell1477","ductal"
"GSM2173357","5yr","male","cell1478","ductal"
"GSM2173358","5yr","male","cell1479","ductal"
"GSM2173359","44yr","female","cell1480","alpha"
"GSM2173360","5yr","male","cell1481","ductal"
"GSM2173361","44yr","female","cell1482","alpha"
"GSM2173362","44yr","female","cell1483","ductal"
"GSM2173363","44yr","female","cell1484","alpha"
"GSM2173364","44yr","female","cell1485","ductal"
"GSM2173365","44yr","female","cell1486","ductal"
"GSM2173366","44yr","female","cell1487","beta"
"GSM2173367","44yr","female","cell1488","ductal"
"GSM2173368","44yr","female","cell1489","alpha"
"GSM2173369","44yr","female","cell1490","ductal"
"GSM2173370","5yr","male","cell1491","ductal"
"GSM2173371","5yr","male","cell1492","ductal"
"GSM2173372","44yr","female","cell1493","alpha"
"GSM2173373","5yr","male","cell1494","ductal"
"GSM2173374","44yr","female","cell1495","beta"
"GSM2173375","44yr","female","cell1496","ductal"
"GSM2173376","44yr","female","cell1497","ductal"
"GSM2173377","44yr","female","cell1498","alpha"
"GSM2173378","44yr","female","cell1499","ductal"
"GSM2173379","5yr","male","cell1500","ductal"
"GSM2173380","44yr","female","cell1501","delta"
"GSM2173381","44yr","female","cell1502","alpha"
"GSM2173382","44yr","female","cell1503","ductal"
"GSM2173383","5yr","male","cell1504","ductal"
"GSM2173384","44yr","female","cell1505","alpha"
"GSM2173385","44yr","female","cell1506","ductal"
"GSM2173386","44yr","female","cell1507","alpha"
"GSM2173387","5yr","male","cell1508","ductal"
"GSM2173388","44yr","female","cell1509","ductal"
"GSM2173389","44yr","female","cell1510","acinar"
"GSM2173390","44yr","female","cell1511","alpha"
"GSM2173391","44yr","female","cell1512","alpha"
"GSM2173392","44yr","female","cell1513","alpha"
"GSM2173393","44yr","female","cell1514","alpha"
"GSM2173394","5yr","male","cell1515","ductal"
"GSM2173395","5yr","male","cell1516","ductal"
"GSM2173396","5yr","male","cell1517","ductal"
"GSM2173397","5yr","male","cell1518","ductal"
"GSM2173398","44yr","female","cell1519","ductal"
"GSM2173399","5yr","male","cell1520","ductal"
"GSM2173400","44yr","female","cell1521","ductal"
"GSM2173401","5yr","male","cell1522","ductal"
"GSM2173402","44yr","female","cell1523","ductal"
"GSM2173403","5yr","male","cell1524","ductal"
"GSM2173404","5yr","male","cell1525","beta"
"GSM2173405","44yr","female","cell1526","alpha"
"GSM2173406","5yr","male","cell1527","ductal"
"GSM2173407","5yr","male","cell1528","ductal"
"GSM2173408","44yr","female","cell1529","alpha"
"GSM2173409","44yr","female","cell1530","ductal"
"GSM2173410","44yr","female","cell1531","ductal"
"GSM2173411","44yr","female","cell1532","ductal"
"GSM2173412","44yr","female","cell1533","alpha"
"GSM2173413","44yr","female","cell1534","ductal"
"GSM2173414","44yr","female","cell1535","alpha"
"GSM2173415","44yr","female","cell1536","ductal"
"GSM2173416","44yr","female","cell1537","ductal"
"GSM2173417","44yr","female","cell1538","ductal"
"GSM2173418","44yr","female","cell1539","ductal"
"GSM2173419","44yr","female","cell1540","alpha"
"GSM2173420","44yr","female","cell1541","alpha"
"GSM2173421","44yr","female","cell1542","alpha"
"GSM2173422","5yr","male","cell1543","ductal"
"GSM2173423","5yr","male","cell1544","ductal"
"GSM2173424","44yr","female","cell1545","alpha"
"GSM2173425","44yr","female","cell1546","alpha"
"GSM2173426","44yr","female","cell1547","alpha"
"GSM2173427","44yr","female","cell1548","ductal"
"GSM2173428","44yr","female","cell1549","ductal"
"GSM2173429","44yr","female","cell1550","ductal"
"GSM2173430","44yr","female","cell1551","alpha"
"GSM2173431","44yr","female","cell1552","ductal"
"GSM2173432","44yr","female","cell1553","ductal"
"GSM2173433","5yr","male","cell1554","ductal"
"GSM2173434","44yr","female","cell1555","beta"
"GSM2173436","44yr","female","cell1557","ductal"
"GSM2173437","44yr","female","cell1558","alpha"
"GSM2173438","44yr","female","cell1559","alpha"
"GSM2173439","5yr","male","cell1560","ductal"
"GSM2173440","44yr","female","cell1561","alpha"
"GSM2173441","44yr","female","cell1562","ductal"
"GSM2173442","44yr","female","cell1563","ductal"
"GSM2173443","5yr","male","cell1564","ductal"
"GSM2173444","44yr","female","cell1565","ductal"
"GSM2173445","44yr","female","cell1566","beta"
"GSM2173446","44yr","female","cell1567","alpha"
"GSM2173447","5yr","male","cell1568","ductal"
"GSM2173448","5yr","male","cell1569","ductal"
"GSM2173449","44yr","female","cell1570","ductal"
"GSM2173450","44yr","female","cell1571","ductal"
"GSM2173451","5yr","male","cell1572","ductal"
"GSM2173452","44yr","female","cell1573","ductal"
"GSM2173453","44yr","female","cell1574","ductal"
"GSM2173454","5yr","male","cell1575","ductal"
"GSM2173455","44yr","female","cell1576","alpha"
"GSM2173456","5yr","male","cell1577","ductal"
"GSM2173457","5yr","male","cell1578","acinar"
"GSM2173459","44yr","female","cell1580","alpha"
"GSM2173460","5yr","male","cell1581","ductal"
"GSM2173461","44yr","female","cell1582","alpha"
"GSM2173462","44yr","female","cell1583","ductal"
"GSM2173463","5yr","male","cell1584","ductal"
"GSM2173464","44yr","female","cell1585","alpha"
"GSM2173465","44yr","female","cell1586","alpha"
"GSM2173466","44yr","female","cell1587","alpha"
"GSM2173467","44yr","female","cell1588","alpha"
"GSM2173468","44yr","female","cell1589","beta"
"GSM2173469","44yr","female","cell1590","ductal"
"GSM2173470","5yr","male","cell1591","ductal"
"GSM2173471","44yr","female","cell1592","alpha"
"GSM2173472","44yr","female","cell1593","alpha"
"GSM2173473","44yr","female","cell1594","alpha"
"GSM2173474","44yr","female","cell1595","beta"
"GSM2173475","44yr","female","cell1596","beta"
"GSM2173476","44yr","female","cell1597","alpha"
"GSM2173477","5yr","male","cell1598","ductal"
"GSM2173478","5yr","male","cell1599","ductal"
"GSM2173479","44yr","female","cell1600","alpha"
"GSM2173480","44yr","female","cell1601","ductal"
"GSM2173481","44yr","female","cell1602","alpha"
"GSM2173482","44yr","female","cell1603","beta"
"GSM2173483","44yr","female","cell1604","ductal"
"GSM2173484","5yr","male","cell1605","ductal"
"GSM2173485","44yr","female","cell1606","beta"
"GSM2173486","44yr","female","cell1607","beta"
"GSM2173487","44yr","female","cell1608","alpha"
"GSM2173488","44yr","female","cell1609","alpha"
"GSM2173489","44yr","female","cell1610","ductal"
"GSM2173490","44yr","female","cell1611","delta"
"GSM2173491","44yr","female","cell1612","ductal"
"GSM2173492","44yr","female","cell1613","alpha"
"GSM2173493","44yr","female","cell1614","ductal"
"GSM2173494","5yr","male","cell1615","ductal"
"GSM2173495","44yr","female","cell1616","ductal"
"GSM2173496","44yr","female","cell1617","alpha"
"GSM2173497","44yr","female","cell1618","alpha"
"GSM2173498","44yr","female","cell1619","alpha"
"GSM2173500","44yr","female","cell1621","alpha"
"GSM2173501","44yr","female","cell1622","alpha"
"GSM2173502","44yr","female","cell1623","ductal"
"GSM2173503","44yr","female","cell1624","alpha"
"GSM2173504","5yr","male","cell1625","ductal"
"GSM2173506","44yr","female","cell1627","alpha"
"GSM2173507","5yr","male","cell1628","ductal"
"GSM2173508","44yr","female","cell1629","ductal"
"GSM2173509","5yr","male","cell1630","ductal"
"GSM2173510","44yr","female","cell1631","beta"
"GSM2173511","44yr","female","cell1632","alpha"
"GSM2173513","44yr","female","cell1633","alpha"
"GSM2173515","5yr","male","cell1634","ductal"
"GSM2173516","44yr","female","cell1635","ductal"
"GSM2173517","44yr","female","cell1636","alpha"
"GSM2173518","44yr","female","cell1637","alpha"
"GSM2173519","44yr","female","cell1638","ductal"
"GSM2173520","5yr","male","cell1639","ductal"
"GSM2173521","5yr","male","cell1640","ductal"
"GSM2173522","44yr","female","cell1641","ductal"
"GSM2173523","5yr","male","cell1642","alpha"
"GSM2173524","5yr","male","cell1643","beta"
"GSM2173525","5yr","male","cell1644","alpha"
"GSM2173526","5yr","male","cell1645","mesenchymal"
"GSM2173527","5yr","male","cell1646","beta"
"GSM2173528","5yr","male","cell1647","alpha"
"GSM2173529","5yr","male","cell1648","mesenchymal"
"GSM2173530","5yr","male","cell1649","beta"
"GSM2173531","5yr","male","cell1650","beta"
"GSM2173532","5yr","male","cell1651","alpha"
"GSM2173533","5yr","male","cell1652","alpha"
"GSM2173534","5yr","male","cell1653","alpha"
"GSM2173535","5yr","male","cell1654","alpha"
"GSM2173536","5yr","male","cell1655","delta"
"GSM2173537","5yr","male","cell1656","ductal"
"GSM2173538","5yr","male","cell1657","beta"
"GSM2173539","5yr","male","cell1658","alpha"
"GSM2173540","5yr","male","cell1659","alpha"
"GSM2173541","5yr","male","cell1660","alpha"
"GSM2173542","5yr","male","cell1661","alpha"
"GSM2173543","5yr","male","cell1662","alpha"
"GSM2173544","5yr","male","cell1663","alpha"
"GSM2173545","5yr","male","cell1664","beta"
"GSM2173546","5yr","male","cell1665","mesenchymal"
"GSM2173547","5yr","male","cell1666","alpha"
"GSM2173548","5yr","male","cell1667","alpha"
"GSM2173549","5yr","male","cell1668","mesenchymal"
"GSM2173550","5yr","male","cell1669","mesenchymal"
"GSM2173551","5yr","male","cell1670","beta"
"GSM2173552","5yr","male","cell1671","beta"
"GSM2173553","5yr","male","cell1672","mesenchymal"
"GSM2173554","5yr","male","cell1673","beta"
"GSM2173555","5yr","male","cell1674","beta"
"GSM2173556","5yr","male","cell1675","mesenchymal"
"GSM2173557","5yr","male","cell1676","mesenchymal"
"GSM2173558","5yr","male","cell1677","delta"
"GSM2173559","5yr","male","cell1678","beta"
"GSM2173560","5yr","male","cell1679","alpha"
"GSM2173561","5yr","male","cell1680","mesenchymal"
"GSM2173562","5yr","male","cell1681","beta"
"GSM2173563","5yr","male","cell1682","mesenchymal"
"GSM2173564","5yr","male","cell1683","mesenchymal"
"GSM2173565","5yr","male","cell1684","alpha"
"GSM2173566","5yr","male","cell1685","mesenchymal"
"GSM2173567","5yr","male","cell1686","beta"
"GSM2173568","5yr","male","cell1687","alpha"
"GSM2173569","5yr","male","cell1688","mesenchymal"
"GSM2173570","5yr","male","cell1689","beta"
"GSM2173571","5yr","male","cell1690","alpha"
"GSM2173572","5yr","male","cell1691","alpha"
"GSM2173573","5yr","male","cell1692","beta"
"GSM2173574","5yr","male","cell1693","alpha"
"GSM2173575","5yr","male","cell1694","beta"
"GSM2173576","5yr","male","cell1695","alpha"
"GSM2173577","5yr","male","cell1696","alpha"
"GSM2173578","5yr","male","cell1697","beta"
"GSM2173579","5yr","male","cell1698","alpha"
"GSM2173580","5yr","male","cell1699","alpha"
"GSM2173581","5yr","male","cell1700","alpha"
"GSM2173582","5yr","male","cell1701","alpha"
"GSM2173583","5yr","male","cell1702","beta"
"GSM2173584","5yr","male","cell1703","delta"
"GSM2173585","5yr","male","cell1704","alpha"
"GSM2173586","5yr","male","cell1705","alpha"
"GSM2173587","5yr","male","cell1706","beta"
"GSM2173588","5yr","male","cell1707","beta"
"GSM2173589","5yr","male","cell1708","alpha"
"GSM2173590","5yr","male","cell1709","beta"
"GSM2173591","5yr","male","cell1710","alpha"
"GSM2173592","5yr","male","cell1711","alpha"
"GSM2173593","5yr","male","cell1712","beta"
"GSM2173594","5yr","male","cell1713","mesenchymal"
"GSM2173595","5yr","male","cell1714","mesenchymal"
"GSM2173596","5yr","male","cell1715","alpha"
"GSM2173597","5yr","male","cell1716","beta"
"GSM2173599","5yr","male","cell1718","alpha"
"GSM2173600","5yr","male","cell1719","alpha"
"GSM2173601","5yr","male","cell1720","delta"
"GSM2173602","5yr","male","cell1721","mesenchymal"
"GSM2173603","5yr","male","cell1722","alpha"
"GSM2173604","5yr","male","cell1723","beta"
"GSM2173605","5yr","male","cell1724","mesenchymal"
"GSM2173606","5yr","male","cell1725","acinar"
"GSM2173607","5yr","male","cell1726","acinar"
"GSM2173608","5yr","male","cell1727","acinar"
"GSM2173609","5yr","male","cell1728","acinar"
"GSM2173610","5yr","male","cell1729","acinar"
"GSM2173611","5yr","male","cell1730","acinar"
"GSM2173612","5yr","male","cell1731","acinar"
"GSM2173613","5yr","male","cell1732","acinar"
"GSM2173614","5yr","male","cell1733","acinar"
"GSM2173615","5yr","male","cell1734","ductal"
"GSM2173616","5yr","male","cell1735","acinar"
"GSM2173617","5yr","male","cell1736","beta"
"GSM2173618","5yr","male","cell1737","acinar"
"GSM2173619","5yr","male","cell1738","acinar"
"GSM2173620","5yr","male","cell1739","acinar"
"GSM2173621","5yr","male","cell1740","ductal"
"GSM2173622","5yr","male","cell1741","beta"
"GSM2173623","5yr","male","cell1742","acinar"
"GSM2173624","5yr","male","cell1743","alpha"
"GSM2173625","5yr","male","cell1744","acinar"
"GSM2173626","5yr","male","cell1745","acinar"
"GSM2173627","5yr","male","cell1746","acinar"
"GSM2173628","5yr","male","cell1747","ductal"
"GSM2173629","5yr","male","cell1748","ductal"
"GSM2173630","5yr","male","cell1749","ductal"
"GSM2173631","5yr","male","cell1750","acinar"
"GSM2173632","5yr","male","cell1751","ductal"
"GSM2173633","5yr","male","cell1752","acinar"
"GSM2173634","5yr","male","cell1753","acinar"
"GSM2173635","5yr","male","cell1754","acinar"
"GSM2173636","5yr","male","cell1755","acinar"
"GSM2173637","5yr","male","cell1756","acinar"
"GSM2173638","5yr","male","cell1757","ductal"
"GSM2173639","5yr","male","cell1758","acinar"
"GSM2173640","5yr","male","cell1759","ductal"
"GSM2173641","5yr","male","cell1760","ductal"
"GSM2173642","5yr","male","cell1761","acinar"
"GSM2173643","5yr","male","cell1762","acinar"
"GSM2173644","5yr","male","cell1763","acinar"
"GSM2173645","5yr","male","cell1764","acinar"
"GSM2173646","5yr","male","cell1765","acinar"
"GSM2173647","5yr","male","cell1766","acinar"
"GSM2173648","5yr","male","cell1767","acinar"
"GSM2173649","5yr","male","cell1768","acinar"
"GSM2173650","5yr","male","cell1769","ductal"
"GSM2173651","5yr","male","cell1770","acinar"
"GSM2173652","5yr","male","cell1771","mesenchymal"
"GSM2173653","5yr","male","cell1772","acinar"
"GSM2173654","5yr","male","cell1773","alpha"
"GSM2173655","5yr","male","cell1774","acinar"
"GSM2173656","5yr","male","cell1775","ductal"
"GSM2173657","5yr","male","cell1776","acinar"
"GSM2173658","5yr","male","cell1777","ductal"
"GSM2173659","5yr","male","cell1778","ductal"
"GSM2173660","5yr","male","cell1779","beta"
"GSM2173661","5yr","male","cell1780","mesenchymal"
"GSM2173662","5yr","male","cell1781","acinar"
"GSM2173663","5yr","male","cell1782","ductal"
"GSM2173664","5yr","male","cell1783","acinar"
"GSM2173665","5yr","male","cell1784","ductal"
"GSM2173666","5yr","male","cell1785","ductal"
"GSM2173667","5yr","male","cell1786","acinar"
"GSM2173668","5yr","male","cell1787","acinar"
"GSM2173669","5yr","male","cell1788","acinar"
"GSM2173670","5yr","male","cell1789","acinar"
"GSM2173672","5yr","male","cell1791","acinar"
"GSM2173673","5yr","male","cell1792","acinar"
"GSM2173674","5yr","male","cell1793","acinar"
"GSM2173675","5yr","male","cell1794","acinar"
"GSM2173676","5yr","male","cell1795","acinar"
"GSM2173677","5yr","male","cell1796","ductal"
"GSM2173678","5yr","male","cell1797","ductal"
"GSM2173679","5yr","male","cell1798","acinar"
"GSM2173680","5yr","male","cell1799","acinar"
"GSM2173681","5yr","male","cell1800","acinar"
"GSM2173682","5yr","male","cell1801","acinar"
"GSM2173683","5yr","male","cell1802","acinar"
"GSM2173684","5yr","male","cell1803","acinar"
"GSM2173685","5yr","male","cell1804","acinar"
"GSM2173686","5yr","male","cell1805","acinar"
"GSM2173687","5yr","male","cell1806","acinar"
"GSM2173688","5yr","male","cell1807","acinar"
"GSM2173689","5yr","male","cell1808","ductal"
"GSM2173690","5yr","male","cell1809","acinar"
"GSM2173691","5yr","male","cell1810","acinar"
"GSM2173692","5yr","male","cell1811","acinar"
"GSM2173693","5yr","male","cell1812","acinar"
"GSM2173694","5yr","male","cell1813","ductal"
"GSM2173695","5yr","male","cell1814","acinar"
"GSM2173696","5yr","male","cell1815","acinar"
"GSM2173697","5yr","male","cell1816","mesenchymal"
"GSM2173698","5yr","male","cell1817","mesenchymal"
"GSM2173699","5yr","male","cell1818","ductal"
"GSM2173700","5yr","male","cell1819","acinar"
"GSM2173701","5yr","male","cell1820","acinar"
"GSM2173702","5yr","male","cell1821","acinar"
"GSM2173703","5yr","male","cell1822","ductal"
"GSM2173704","1yr","male","cell1823","alpha"
"GSM2173705","1yr","male","cell1824","delta"
"GSM2173706","1yr","male","cell1825","acinar"
"GSM2173707","1yr","male","cell1826","ductal"
"GSM2173708","1yr","male","cell1827","acinar"
"GSM2173709","1yr","male","cell1828","delta"
"GSM2173710","1yr","male","cell1829","acinar"
"GSM2173711","1yr","male","cell1830","ductal"
"GSM2173712","1yr","male","cell1831","delta"
"GSM2173713","1yr","male","cell1832","ductal"
"GSM2173714","1yr","male","cell1833","acinar"
"GSM2173715","1yr","male","cell1834","acinar"
"GSM2173716","1yr","male","cell1835","delta"
"GSM2173717","1yr","male","cell1836","ductal"
"GSM2173718","1yr","male","cell1837","ductal"
"GSM2173720","1yr","male","cell1839","delta"
"GSM2173721","1yr","male","cell1840","ductal"
"GSM2173722","1yr","male","cell1841","acinar"
"GSM2173723","1yr","male","cell1842","acinar"
"GSM2173724","1yr","male","cell1843","beta"
"GSM2173725","1yr","male","cell1844","delta"
"GSM2173726","1yr","male","cell1845","acinar"
"GSM2173727","1yr","male","cell1846","acinar"
"GSM2173728","1yr","male","cell1847","ductal"
"GSM2173730","1yr","male","cell1849","acinar"
"GSM2173731","1yr","male","cell1850","acinar"
"GSM2173732","1yr","male","cell1851","beta"
"GSM2173733","1yr","male","cell1852","acinar"
"GSM2173734","1yr","male","cell1853","delta"
"GSM2173735","1yr","male","cell1854","acinar"
"GSM2173736","1yr","male","cell1855","alpha"
"GSM2173737","1yr","male","cell1856","alpha"
"GSM2173738","1yr","male","cell1857","delta"
"GSM2173739","1yr","male","cell1858","acinar"
"GSM2173740","1yr","male","cell1859","ductal"
"GSM2173741","1yr","male","cell1860","beta"
"GSM2173742","1yr","male","cell1861","ductal"
"GSM2173743","1yr","male","cell1862","ductal"
"GSM2173744","1yr","male","cell1863","ductal"
"GSM2173745","1yr","male","cell1864","beta"
"GSM2173746","1yr","male","cell1865","beta"
"GSM2173747","1yr","male","cell1866","alpha"
"GSM2173748","1yr","male","cell1867","acinar"
"GSM2173749","1yr","male","cell1868","alpha"
"GSM2173750","1yr","male","cell1869","beta"
"GSM2173751","1yr","male","cell1870","acinar"
"GSM2173752","1yr","male","cell1871","acinar"
"GSM2173753","1yr","male","cell1872","ductal"
"GSM2173754","1yr","male","cell1873","beta"
"GSM2173755","1yr","male","cell1874","acinar"
"GSM2173756","1yr","male","cell1875","ductal"
"GSM2173757","1yr","male","cell1876","alpha"
"GSM2173758","1yr","male","cell1877","beta"
"GSM2173759","1yr","male","cell1878","acinar"
"GSM2173760","1yr","male","cell1879","delta"
"GSM2173761","1yr","male","cell1880","beta"
"GSM2173762","1yr","male","cell1881","acinar"
"GSM2173763","1yr","male","cell1882","acinar"
"GSM2173764","1yr","male","cell1883","beta"
"GSM2173765","1yr","male","cell1884","alpha"
"GSM2173766","1yr","male","cell1885","ductal"
"GSM2173767","1yr","male","cell1886","acinar"
"GSM2173768","1yr","male","cell1887","alpha"
"GSM2173769","1yr","male","cell1888","acinar"
"GSM2173770","1yr","male","cell1889","beta"
"GSM2173771","1yr","male","cell1890","ductal"
"GSM2173772","1yr","male","cell1891","ductal"
"GSM2173773","1yr","male","cell1892","acinar"
"GSM2173774","1yr","male","cell1893","beta"
"GSM2173775","1yr","male","cell1894","beta"
"GSM2173776","1yr","male","cell1895","ductal"
"GSM2173777","1yr","male","cell1896","ductal"
"GSM2173778","1yr","male","cell1897","acinar"
"GSM2173779","1yr","male","cell1898","acinar"
"GSM2173780","1yr","male","cell1899","acinar"
"GSM2173781","1yr","male","cell1900","acinar"
"GSM2173782","1yr","male","cell1901","acinar"
"GSM2173784","1yr","male","cell1903","delta"
"GSM2173785","1yr","male","cell1904","acinar"
"GSM2173786","1yr","male","cell1905","beta"
"GSM2173787","1yr","male","cell1906","beta"
"GSM2173788","1yr","male","cell1907","delta"
"GSM2173789","1yr","male","cell1908","acinar"
"GSM2173790","1yr","male","cell1909","alpha"
"GSM2173791","1yr","male","cell1910","delta"
"GSM2173792","1yr","male","cell1911","ductal"
"GSM2173793","1yr","male","cell1912","ductal"
"GSM2173794","1yr","male","cell1913","ductal"
"GSM2173795","1yr","male","cell1914","alpha"
"GSM2173796","1yr","male","cell1915","alpha"
"GSM2173797","1yr","male","cell1916","delta"
"GSM2173798","1yr","male","cell1917","ductal"
"GSM2173799","1yr","male","cell1918","ductal"
"GSM2173800","1yr","male","cell1919","acinar"
"GSM2173801","1yr","male","cell1920","ductal"
"GSM2173802","1yr","male","cell1921","acinar"
"GSM2173803","1yr","male","cell1922","ductal"
"GSM2173804","1yr","male","cell1923","ductal"
"GSM2173805","1yr","male","cell1924","beta"
"GSM2173806","1yr","male","cell1925","alpha"
"GSM2173807","1yr","male","cell1926","acinar"
"GSM2173808","1yr","male","cell1927","alpha"
"GSM2173809","1yr","male","cell1928","ductal"
"GSM2173810","1yr","male","cell1929","alpha"
"GSM2173811","1yr","male","cell1930","acinar"
"GSM2173812","1yr","male","cell1931","ductal"
"GSM2173813","1yr","male","cell1932","acinar"
"GSM2173814","1yr","male","cell1933","ductal"
"GSM2173815","1yr","male","cell1934","alpha"
"GSM2173816","1yr","male","cell1935","acinar"
"GSM2173817","1yr","male","cell1936","acinar"
"GSM2173818","1yr","male","cell1937","beta"
"GSM2173819","1yr","male","cell1938","ductal"
"GSM2173820","1yr","male","cell1939","acinar"
"GSM2173821","1yr","male","cell1940","ductal"
"GSM2173822","1yr","male","cell1941","mesenchymal"
"GSM2173823","1yr","male","cell1942","acinar"
"GSM2173824","1yr","male","cell1943","beta"
"GSM2173825","1yr","male","cell1944","acinar"
"GSM2173827","1yr","male","cell1946","acinar"
"GSM2173828","1yr","male","cell1947","delta"
"GSM2173829","1yr","male","cell1948","ductal"
"GSM2173830","1yr","male","cell1949","beta"
"GSM2173831","1yr","male","cell1950","alpha"
"GSM2173833","1yr","male","cell1952","acinar"
"GSM2173834","1yr","male","cell1953","alpha"
"GSM2173835","1yr","male","cell1954","beta"
"GSM2173836","1yr","male","cell1955","ductal"
"GSM2173837","1yr","male","cell1956","ductal"
"GSM2173838","1yr","male","cell1957","acinar"
"GSM2173839","1yr","male","cell1958","acinar"
"GSM2173840","1yr","male","cell1959","acinar"
"GSM2173841","1yr","male","cell1960","alpha"
"GSM2173842","1yr","male","cell1961","beta"
"GSM2173843","1yr","male","cell1962","ductal"
"GSM2173844","1yr","male","cell1963","ductal"
"GSM2173845","1yr","male","cell1964","ductal"
"GSM2173846","1yr","male","cell1965","delta"
"GSM2173847","1yr","male","cell1966","acinar"
"GSM2173848","1yr","male","cell1967","delta"
"GSM2173849","1yr","male","cell1968","alpha"
"GSM2173850","1yr","male","cell1969","ductal"
"GSM2173851","1yr","male","cell1970","ductal"
"GSM2173852","1yr","male","cell1971","ductal"
"GSM2173853","1yr","male","cell1972","delta"
"GSM2173854","1yr","male","cell1973","acinar"
"GSM2173855","1yr","male","cell1974","alpha"
"GSM2173856","1yr","male","cell1975","alpha"
"GSM2173857","1yr","male","cell1976","ductal"
"GSM2173858","1yr","male","cell1977","acinar"
"GSM2173859","1yr","male","cell1978","ductal"
"GSM2173860","1yr","male","cell1979","ductal"
"GSM2173861","1yr","male","cell1980","delta"
"GSM2173862","1yr","male","cell1981","beta"
"GSM2173863","1yr","male","cell1982","beta"
"GSM2173864","1yr","male","cell1983","alpha"
"GSM2173865","1yr","male","cell1984","acinar"
"GSM2173866","1yr","male","cell1985","delta"
"GSM2173867","1yr","male","cell1986","acinar"
"GSM2173868","54yr","male","cell1987","alpha"
"GSM2173869","54yr","male","cell1988","alpha"
"GSM2173871","54yr","male","cell1990","acinar"
"GSM2173872","54yr","male","cell1991","alpha"
"GSM2173873","54yr","male","cell1992","alpha"
"GSM2173874","54yr","male","cell1993","alpha"
"GSM2173875","54yr","male","cell1994","alpha"
"GSM2173876","54yr","male","cell1995","alpha"
"GSM2173877","54yr","male","cell1996","alpha"
"GSM2173878","54yr","male","cell1997","alpha"
"GSM2173879","54yr","male","cell1998","alpha"
"GSM2173880","54yr","male","cell1999","beta"
"GSM2173881","54yr","male","cell2000","alpha"
"GSM2173882","54yr","male","cell2001","ductal"
"GSM2173883","54yr","male","cell2002","alpha"
"GSM2173884","54yr","male","cell2003","alpha"
"GSM2173885","54yr","male","cell2004","alpha"
"GSM2173886","54yr","male","cell2005","alpha"
"GSM2173887","54yr","male","cell2006","acinar"
"GSM2173888","54yr","male","cell2007","acinar"
"GSM2173889","54yr","male","cell2008","alpha"
"GSM2173890","54yr","male","cell2009","acinar"
"GSM2173891","54yr","male","cell2010","alpha"
"GSM2173892","54yr","male","cell2011","alpha"
